formula,Tc,composition,category,is_superconductor,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,transition metal fraction,formula_original,requires_high_pressure,has_cuprate_elements,cu_o_ratio,has_iron_pnictide,has_mgb2_elements,hydrogen_fraction,transition_metal_count
Ta(1/10)Ti(2/5)V(1/2),4.6,Ta0.1 Ti0.4 V0.5,Other,1,3.0,0.6480740698407861,0.5748897078944831,0.5291875514531911,0.5137863211507526,0.5051256796023864,22.0,73.0,51.0,27.6,9.080000000000002,23.0,43.0,48.0,5.0,45.0,1.6,46.0,47.867,180.94788,133.08088,62.712338,23.647108400000004,50.9415,1941.0,3290.0,1349.0,2196.9,218.6200000000001,2183.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,4.0,6.0,2.0,4.2,0.36000000000000015,4.0,153.0,170.0,17.0,157.5,4.5,153.0,1.5,1.63,0.1299999999999999,1.581,0.04899999999999993,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6,0.48,3.0,0.0,14.0,14.0,1.4000000000000001,2.52,0.0,4.0,19.0,15.0,6.0,2.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.4,0.4800000000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.4,0.4800000000000001,7.0,13.01,18.12,5.110000000000001,14.993000000000002,1.9830000000000008,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,9.01333333332e-06,1.0815999999984e-05,0.0,194.0,229.0,35.0,215.0,16.8,229.0,2.0,0.0,2.6,1.4000000000000001,False,0.0,0.0,1.0,Ta0.1Ti0.4V0.5,0,0,0.0,0,0,0.0,3
Nb(34/125)V(97/200)Zr(243/1000),4.6,Zr0.243 Nb0.272 V0.485,Other,1,3.0,0.606842648468283,0.5296196155146453,0.49316462366079883,0.4867393509587642,0.48519727153046044,23.0,41.0,18.0,32.027,8.75619,23.0,44.0,47.0,3.0,45.786,0.8679959999999993,46.0,50.9415,92.90638,41.96488,72.14459486,20.5670020142,50.9415,2128.0,2750.0,622.0,2323.859,231.82070399999998,2183.0,4.0,5.0,1.0,4.757,0.3679020000000002,5.0,4.0,5.0,1.0,4.515000000000001,0.49954999999999994,4.0,153.0,175.0,22.0,161.33800000000002,8.08786,153.0,1.33,1.63,0.2999999999999998,1.54894,0.10640483999999997,1.63,1.0,2.0,1.0,1.728,0.39603200000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.029,0.528224,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.757,0.3679020000000002,5.0,0.0,1.0,1.0,0.272,0.39603200000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.971,0.528224,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.243,0.3679020000000002,7.0,13.01,23.195,10.185,16.891195,3.7647591499999997,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,220.495,12.876569999999997,229.0,1.728,0.0,3.029,0.0,False,0.0,0.0,0.757,Nb0.272V0.485Zr0.243,0,0,0.0,0,0,0.0,3
Ta(1/20)Ti(9/20)V(1/2),4.55,Ta0.05 Ti0.45 V0.5,Other,1,3.0,0.6745368781616021,0.6002313922327344,0.5486264466465947,0.5287150527436362,0.5151821958260225,22.0,73.0,51.0,25.05,4.795000000000001,23.0,43.0,48.0,5.0,44.75,1.575,46.0,47.867,180.94788,133.08088,56.058294000000004,12.488958600000005,50.9415,1941.0,3290.0,1349.0,2129.45,169.60500000000002,2183.0,4.0,5.0,1.0,4.55,0.495,5.0,4.0,6.0,2.0,4.1,0.1899999999999997,4.0,153.0,170.0,17.0,157.0,4.0,153.0,1.5,1.63,0.1299999999999999,1.583,0.04699999999999993,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.55,0.495,3.0,0.0,14.0,14.0,0.7000000000000001,1.33,0.0,4.0,19.0,15.0,5.25,1.375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.45,0.495,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.45,0.495,7.0,13.01,18.12,5.110000000000001,14.921500000000002,1.9115000000000006,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.0139999999985e-05,1.11539999999835e-05,0.0,194.0,229.0,35.0,213.25,17.325,229.0,2.0,0.0,2.55,0.7000000000000001,False,0.0,0.0,1.0,Ta0.05Ti0.45V0.5,0,0,0.0,0,0,0.0,3
Ta(1/100)Ti(49/100)V(1/2),4.51,Ta0.01 Ti0.49 V0.5,Other,1,3.0,0.7001428425685718,0.6237254024085738,0.5687216746406106,0.546691470542973,0.5307710625328316,22.0,73.0,51.0,23.009999999999998,0.999799999999998,23.0,43.0,48.0,5.0,44.55,1.5190000000000001,46.0,47.867,180.94788,133.08088,50.7350588,2.8106976240000003,50.9415,1941.0,3290.0,1349.0,2075.49,131.80020000000002,2183.0,4.0,5.0,1.0,4.51,0.4998,5.0,4.0,6.0,2.0,4.02,0.03959999999999958,4.0,153.0,170.0,17.0,156.60000000000002,3.6,153.0,1.5,1.63,0.1299999999999999,1.5846,0.045399999999999927,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.51,0.4998,3.0,0.0,14.0,14.0,0.14,0.2772,0.0,4.0,19.0,15.0,4.65,0.637,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.49,0.4998,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.49,0.4998,7.0,13.01,18.12,5.110000000000001,14.8643,1.8543000000000007,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.1041333333317e-05,1.126215999998334e-05,0.0,194.0,229.0,35.0,211.85000000000002,17.493000000000002,229.0,2.0,0.0,2.51,0.14,False,0.0,0.0,1.0,Ta0.01Ti0.49V0.5,0,0,0.0,0,0,0.0,3
Ta(1/200)Ti(99/200)V(1/2),4.505,Ta0.005 Ti0.495 V0.5,Other,1,3.0,0.7035978965289763,0.6268266561228274,0.5715062908341156,0.5493261367632477,0.5332678639925129,22.0,73.0,51.0,22.755000000000003,0.74745,23.0,43.0,48.0,5.0,44.525,1.50975,46.0,47.867,180.94788,133.08088,50.0696544,2.180627856,50.9415,1941.0,3290.0,1349.0,2068.745,126.46755,2183.0,4.0,5.0,1.0,4.505,0.49995,5.0,4.0,6.0,2.0,4.01,0.01989999999999979,4.0,153.0,170.0,17.0,156.55,3.55,153.0,1.5,1.63,0.1299999999999999,1.5848,0.045199999999999935,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.505,0.49995,3.0,0.0,14.0,14.0,0.07,0.1393,0.0,4.0,19.0,15.0,4.575,0.56925,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.495,0.49995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.495,0.49995,7.0,13.01,18.12,5.110000000000001,14.85715,1.8471500000000007,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.11539999999835e-05,1.1265539999983336e-05,0.0,194.0,229.0,35.0,211.675,17.49825,229.0,2.0,0.0,2.505,0.07,False,0.0,0.0,1.0,Ta0.005Ti0.495V0.5,0,0,0.0,0,0,0.0,3
C(1/25)Nb(4/5)Si(4/25),4.5,Nb0.8 Si0.16 C0.04,Other,1,3.0,0.8168231142664856,0.8021608249562361,0.8000512434348555,0.8000014629384029,0.8000000081920075,6.0,41.0,35.0,35.28000000000001,9.151999999999996,41.0,47.0,78.0,31.0,53.16,9.855999999999998,47.0,12.0107,92.90638,80.89568,79.299212,21.7714688,92.90638,1687.0,3823.0,2136.0,2622.84,299.4687999999999,2750.0,5.0,14.0,9.0,6.800000000000001,2.880000000000001,5.0,2.0,5.0,3.0,4.5600000000000005,0.7039999999999997,5.0,76.0,164.0,88.0,152.0,19.200000000000003,164.0,1.6,2.55,0.9499999999999997,1.6860000000000004,0.13760000000000014,1.6,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,2.0,2.0,0.4,0.6400000000000001,0.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,4.0,4.0,0.8,1.2800000000000002,0.0,0.0,6.0,6.0,4.800000000000001,1.9199999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.4,0.9599999999999997,7.0,5.64,20.44,14.8,18.04,0.9920000000000008,18.18,0.0,4.496,4.496,0.30352,0.48563200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,227.28,2.752,229.0,1.2,0.4,3.2,0.0,False,0.0,0.0,0.8,C0.04Nb0.8Si0.16,0,0,0.0,0,0,0.0,1
Nb(47/250)V(541/1000)Zr(271/1000),4.46,Zr0.271 Nb0.188 V0.541,Other,1,3.0,0.6336134468270067,0.5696865045378352,0.5449041730858983,0.5416565512898569,0.5410551807452413,23.0,41.0,18.0,30.991000000000003,8.646262,23.0,44.0,47.0,3.0,45.646,0.8921319999999997,46.0,50.9415,92.90638,41.96488,69.74745494000001,20.348043245080007,50.9415,2128.0,2750.0,622.0,2274.6910000000003,178.71618400000017,2183.0,4.0,5.0,1.0,4.729,0.39511799999999997,5.0,4.0,5.0,1.0,4.459,0.496638,4.0,153.0,175.0,22.0,161.03000000000003,8.688460000000003,153.0,1.33,1.63,0.2999999999999998,1.54306,0.11547851999999992,1.63,1.0,2.0,1.0,1.812,0.305312,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.9170000000000003,0.4970139999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.729,0.39511799999999997,5.0,0.0,1.0,1.0,0.188,0.30531200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.083,0.4970140000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.271000000000001,0.3951180000000004,7.0,13.01,23.195,10.185,16.742095,4.038126790000001,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,219.51500000000001,13.829129999999994,229.0,1.812,0.0,2.9170000000000003,0.0,False,0.0,0.0,0.7290000000000001,Nb0.188V0.541Zr0.271,0,0,0.0,0,0,0.0,3
Nb(41/50)Si(9/50),4.4,Nb0.82 Si0.18,Other,1,2.0,0.8395236744726142,0.8228810022108779,0.8200835696513078,0.8200028768804195,0.8200000213010165,14.0,41.0,27.0,36.14,7.9704,41.0,47.0,78.0,31.0,52.58,9.1512,47.0,28.0855,92.90638,64.82088,81.2386216,19.135123775999997,92.90638,1687.0,2750.0,1063.0,2558.66,313.7976000000001,2750.0,5.0,14.0,9.0,6.619999999999999,2.6567999999999996,5.0,3.0,5.0,2.0,4.64,0.5904000000000001,5.0,111.0,164.0,53.0,154.45999999999998,15.645600000000012,164.0,1.6,1.9,0.2999999999999998,1.654,0.08855999999999986,1.6,1.0,2.0,1.0,1.18,0.29519999999999996,1.0,0.0,2.0,2.0,0.36,0.5904,0.0,0.0,4.0,4.0,3.28,1.1808,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.819999999999999,0.29520000000000035,5.0,0.0,1.0,1.0,0.82,0.2952,1.0,0.0,4.0,4.0,0.72,1.1808,0.0,0.0,6.0,6.0,4.92,1.7711999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.459999999999999,0.8856000000000006,7.0,18.18,20.44,2.2600000000000016,18.5868,0.6671520000000006,18.18,0.0,0.773,0.773,0.13913999999999999,0.2281896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.64,0.5904000000000087,229.0,1.18,0.36,3.28,0.0,False,0.0,0.0,0.82,Nb0.82Si0.18,0,0,0.0,0,0,0.0,1
Nb(132/625)V(91/200)Zr(333/1000),4.36,Zr0.333 Nb0.2112 V0.455,Other,1,3.0,0.6025779351125526,0.520336228221157,0.4747307683915398,0.46262582817437453,0.45735351907023614,23.0,41.0,18.0,32.47017614091272,8.62476009630763,23.0,44.0,47.0,3.0,45.54483586869495,1.0296844360997213,46.0,50.9415,92.90638,41.96488,73.23639106885507,20.304594548296762,50.9415,2128.0,2750.0,622.0,2284.516613290632,196.77760462974032,2183.0,4.0,5.0,1.0,4.666733386709367,0.444399955512849,5.0,4.0,5.0,1.0,4.544635708566854,0.4960153070414698,4.0,153.0,175.0,22.0,162.65692554043235,8.79483811228326,153.0,1.33,1.63,0.2999999999999998,1.5236789431545237,0.129093450901634,1.63,1.0,2.0,1.0,1.7886309047237787,0.3333844016766657,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.878102481985588,0.5852844805868715,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.666733386709367,0.444399955512849,5.0,0.0,1.0,1.0,0.21136909527622097,0.33338440167666555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.121897518014411,0.5852844805868711,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.333266613290633,0.444399955512849,7.0,13.01,23.195,10.185,17.497098678943154,4.086529021055115,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,217.33566853482787,15.553998442949712,229.0,1.7886309047237787,0.0,2.878102481985588,0.0,False,0.0,0.0,0.6667333867093674,Nb0.2112V0.455Zr0.333,0,0,0.0,0,0,0.0,3
Ir(9/20)Nb(33/80)Ta(11/80),4.35,Ta0.1375 Nb0.4125 Ir0.45,Other,1,3.0,0.6257495505391913,0.5472747417486462,0.4973974818410032,0.4788132276870361,0.4660237269813579,41.0,77.0,36.0,61.599999999999994,16.995,77.0,47.0,60.0,13.0,52.9875,6.311249999999999,60.0,92.90638,192.217,99.31062000000001,149.70186525000003,46.85627533125,192.217,2739.0,3290.0,551.0,2819.3,129.44250000000014,2739.0,5.0,9.0,4.0,6.8,1.98,9.0,5.0,6.0,1.0,5.5875,0.48468749999999994,6.0,141.0,170.0,29.0,154.475,12.127500000000001,141.0,1.5,2.2,0.7000000000000002,1.8562500000000002,0.30937500000000007,2.2,1.0,2.0,1.0,1.5875,0.4846875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.2125,1.60875,7.0,0.0,14.0,14.0,8.225,6.7856250000000005,14.0,5.0,23.0,18.0,15.025,8.270624999999999,23.0,0.0,1.0,1.0,0.4125,0.48468749999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.7875,1.60875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.199999999999999,1.98,3.0,14.21,18.18,3.969999999999999,16.38525,1.9577249999999997,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.2,1.980000000000001,225.0,1.5875,0.0,5.2125,8.225,False,0.0,0.0,1.0,Ir0.45Nb0.4125Ta0.1375,0,0,0.0,0,0,0.0,3
Nb(81/100)Si(19/100),4.35,Nb0.81 Si0.19,Other,1,2.0,0.8319855767980597,0.8134698477891746,0.8101150097332842,0.8100045212631087,0.8100000408479947,14.0,41.0,27.0,35.870000000000005,8.310599999999997,41.0,47.0,78.0,31.0,52.89,9.541800000000002,47.0,28.0855,92.90638,64.82088,80.59041280000001,19.951866863999996,92.90638,1687.0,2750.0,1063.0,2548.03,327.19139999999993,2750.0,5.0,14.0,9.0,6.710000000000001,2.770200000000001,5.0,3.0,5.0,2.0,4.620000000000001,0.6155999999999995,5.0,111.0,164.0,53.0,153.93,16.313399999999994,164.0,1.6,1.9,0.2999999999999998,1.6570000000000003,0.09234000000000006,1.6,1.0,2.0,1.0,1.19,0.30779999999999996,1.0,0.0,2.0,2.0,0.38,0.6156,0.0,0.0,4.0,4.0,3.24,1.2311999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8100000000000005,0.30779999999999974,5.0,0.0,1.0,1.0,0.81,0.30779999999999996,1.0,0.0,4.0,4.0,0.76,1.2312,0.0,0.0,6.0,6.0,4.86,1.8468,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.43,0.9234000000000002,7.0,18.18,20.44,2.2600000000000016,18.6094,0.695628000000001,18.18,0.0,0.773,0.773,0.14687,0.2379294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.62,0.6155999999999973,229.0,1.19,0.38,3.24,0.0,False,0.0,0.0,0.81,Nb0.81Si0.19,0,0,0.0,0,0,0.0,1
Nb(229/1000)V(513/1000)Zr(129/500),4.34,Zr0.258 Nb0.229 V0.513,Other,1,3.0,0.6182022322832553,0.5475796655062412,0.5180204739857697,0.513850999336612,0.5130691811894527,23.0,41.0,18.0,31.508000000000003,8.729208,23.0,44.0,47.0,3.0,45.713,0.8839079999999995,46.0,50.9415,92.90638,41.96488,70.94434251999999,20.522916425520002,50.9415,2128.0,2750.0,622.0,2298.6530000000002,206.71692600000014,2183.0,4.0,5.0,1.0,4.742,0.382872,5.0,4.0,5.0,1.0,4.487,0.49966200000000005,4.0,153.0,175.0,22.0,161.195,8.40807,153.0,1.33,1.63,0.2999999999999998,1.54573,0.11131667999999992,1.63,1.0,2.0,1.0,1.771,0.35311800000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.971,0.5010359999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.742,0.382872,5.0,0.0,1.0,1.0,0.229,0.35311800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.029,0.5010359999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.258,0.382872,7.0,13.01,23.195,10.185,16.82166,3.91076316,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,219.97,13.400520000000002,229.0,1.771,0.0,2.971,0.0,False,0.0,0.0,0.742,Nb0.229V0.513Zr0.258,0,0,0.0,0,0,0.0,3
Mo(1/4)Nb(1/4)Ti(1/2),4.3,Ti0.5 Nb0.25 Mo0.25,Other,1,3.0,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,22.0,42.0,20.0,31.75,9.75,22.0,43.0,50.0,7.0,45.75,2.75,43.0,47.867,95.96,48.092999999999996,71.150095,23.283095,47.867,1941.0,2896.0,955.0,2382.0,441.0,1941.0,4.0,6.0,2.0,4.75,0.75,4.0,4.0,5.0,1.0,4.5,0.5,4.0,154.0,164.0,10.0,159.5,2.75,160.0,1.54,2.16,0.6200000000000001,1.71,0.22499999999999998,1.54,1.0,2.0,1.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.25,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.75,0.75,4.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.75,1.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.25,0.75,8.0,15.69,18.18,2.49,16.8125,0.6837499999999994,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-05,1.126666666665e-05,2.25333333333e-05,194.0,229.0,35.0,211.5,17.5,194.0,1.5,0.0,3.25,0.0,False,0.0,0.0,1.0,Mo0.25Nb0.25Ti0.5,0,0,0.0,0,0,0.0,3
Ga(1/4)Mn(7/50)V(61/100),4.22,Mn0.14 V0.61 Ga0.25,Other,1,3.0,0.6739436178197699,0.6260303006356831,0.6114810997930941,0.6101720173400972,0.6100081793842645,23.0,31.0,8.0,25.28,2.8600000000000003,23.0,46.0,74.0,28.0,53.84,10.080000000000002,46.0,50.9415,69.723,18.7815,56.1963913,6.763304350000002,50.9415,302.91,2183.0,1880.09,1620.0175,686.8386499999999,2183.0,5.0,13.0,8.0,7.28,2.8600000000000003,5.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,153.0,31.0,143.29,11.846200000000003,153.0,1.55,1.81,0.26,1.6638000000000002,0.07310000000000016,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,3.0,10.0,7.0,5.03,2.4850000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,7.28,2.8600000000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,7.0,7.0,4.97,2.4850000000000003,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.22,0.9516000000000001,7.0,10.4875862069,18.8575,8.369913793100002,14.118737068966,2.3693814655170007,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,4.34168965517e-05,7.4677062068924e-05,0.0,64.0,229.0,165.0,186.07,61.035000000000004,229.0,2.0,0.25,5.03,0.0,False,0.0,0.0,0.75,Ga0.25Mn0.14V0.61,0,0,0.0,0,0,0.0,2
Cu(2/5)Sn(3/5),4.19,Cu0.4 Sn0.6,Other,1,2.0,0.7211102550927979,0.6542132620377179,0.6150303314869644,0.6048951994087753,0.6010324601930125,29.0,50.0,21.0,41.6,10.08,50.0,64.0,80.0,16.0,73.6,7.6800000000000015,80.0,63.546,118.71,55.163999999999994,96.6444,26.478719999999996,118.71,505.08,1357.77,852.69,846.1560000000001,409.2912,505.08,11.0,14.0,3.0,12.8,1.44,14.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,132.0,139.0,7.0,136.2,3.360000000000002,139.0,1.9,1.96,0.06000000000000005,1.936,0.028800000000000027,1.96,1.0,2.0,1.0,1.6,0.48,2.0,0.0,2.0,2.0,1.2,0.96,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,3.0,12.8,1.44,14.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.8,1.44,4.0,11.07,33.285,22.214999999999996,24.398999999999997,10.663199999999998,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,174.6,40.32,141.0,1.6,1.2,10.0,0.0,False,0.0,0.0,0.4,Cu0.4Sn0.6,0,0,0.0,0,0,0.0,1
